pgn,name
e4 e5 Nf3 Nc6 Nc3 Nf6 Nxe5 Nxe5 d4 Ng6 e5 Ng8 Bc4 Bb4 Qf3 f5,"Four Knights Game, Halloween Gambit, Oldtimer Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Nxe5 Nxe5 d4 Nc6 d5 Ne5 f4 Ng6 e5 Ng8 d6 cxd6 exd6 Qf6 Nb5 Rb8,"Four Knights Game, Halloween Gambit, Plasma Variation"
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3,"Four Knights Game, Italian Variation"
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Nxe4 Bxf7+,"Four Knights Game, Italian Variation, Noa Gambit"
e4 e5 Nf3 Nc6 Nc3 Nf6 Nd5,"Four Knights Game, Naroditsky Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4,"Four Knights Game, Scotch Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4,"Four Knights Game, Scotch Variation Accepted"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 O-O O-O,"Four Knights Game, Scotch Variation Accepted, Main Line"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nd5,"Four Knights Game, Scotch Variation, Belgrade Gambit"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nd5 Nxe4 Qe2 f5,"Four Knights Game, Scotch Variation, Belgrade Gambit, Modern Defense"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Bb4 Nxe5,"Four Knights Game, Scotch Variation, Krause Gambit"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Bb4 Nxe5 Qe7,"Four Knights Game, Scotch Variation, Krause Gambit, Leonhardt Defense"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Bb4 d5 Nd4,"Four Knights Game, Scotch Variation, Oxford Gambit"
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Nxe4,"Four Knights Game, Scotch Variation, Schmid Defense"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5,"Four Knights Game, Spanish Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 O-O O-O Nxe5 Nxe5 d4 Bd6 f4 Nc6 e5 Bb4,"Four Knights Game, Spanish Variation, Bardeleben Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5,"Four Knights Game, Spanish Variation, Classical Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 a6 Bxc6,"Four Knights Game, Spanish Variation, Ranken Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4,"Four Knights Game, Spanish Variation, Rubinstein Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4 Be2,"Four Knights Game, Spanish Variation, Rubinstein Variation"
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Nd4 Nxe5 Qe7 f4,"Four Knights Game, Spanish Variation, Rubinstein Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4 Nxd4,"Four Knights Game, Spanish Variation, Rubinstein Variation Accepted"
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Nd4 O-O,"Four Knights Game, Spanish Variation, Rubinstein Variation, Henneberger Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4 Ba4 Bc5 Nxe5 O-O,"Four Knights Game, Spanish Variation, Rubinstein Variation, Marshall Gambit"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4 Nxe5 Bc5 O-O O-O,"Four Knights Game, Spanish Variation, Rubinstein Variation, Marshall Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Nd4 Be2 Nxf3+ Bxf3 Bc5 O-O O-O d3 d6 Na4 Bb6,"Four Knights Game, Spanish Variation, Rubinstein Variation, Maróczy Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 a6 Bxc6 dxc6 Nxe5 Nxe4 Nxe4 Qd4 O-O Qxe5 Re1 Be6 d4 Qd5,"Four Knights Game, Spanish Variation, Spielmann Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 Bxc3,"Four Knights Game, Spanish Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 Qe7 Ne2 d5,"Four Knights Game, Spanish Variation, Alatortsev Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4,"Four Knights Game, Spanish Variation, Double Spanish"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3,"Four Knights Game, Spanish Variation, Double Spanish"
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Bb4 O-O O-O Nd5 Nxd5 exd5 e4,"Four Knights Game, Spanish Variation, Gunsberg Counterattack"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 Bxc3 bxc3 d6 Re1,"Four Knights Game, Spanish Variation, Janowski Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O Bxc6,"Four Knights Game, Spanish Variation, Nimzowitsch Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 Bxc3 bxc3 d5,"Four Knights Game, Spanish Variation, Svenonius Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6,"Four Knights Game, Spanish Variation, Symmetrical Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6 Bg5 Bxc3 bxc3 Qe7 Re1 Nd8 d4 Bg4,"Four Knights Game, Spanish Variation, Symmetrical Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6 Bg5 Ne7,"Four Knights Game, Spanish Variation, Symmetrical Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6 Ne2,"Four Knights Game, Spanish Variation, Symmetrical Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6 Bg5 Ne7 Nh4 c6 Bc4 d5 Bb3 Qd6,"Four Knights Game, Spanish Variation, Symmetrical Variation, Blake Variation"
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 O-O O-O d3 d6 Bg5 Bxc3 bxc3 Qe7,"Four Knights Game, Spanish Variation, Symmetrical Variation, Metger Unpin"
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Bb4 O-O O-O d3 d6 Bg5 Be6,"Four Knights Game, Spanish Variation, Symmetrical Variation, Tarrasch Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6,"Four Knights Game, Italian Variation"
e4 e5 Nf3 Nc6 Bc4,Italian Game
e4 e5 Nf3 Nc6 Bc4 h6,"Italian Game, Anti-Fried Liver Defense"
e4 e5 Nf3 Nc6 Bc4 Nd4,"Italian Game, Blackburne-Kostić Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 c3,"Italian Game, Classical Variation, Albin Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4,"Italian Game, Deutz Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 d3,"Italian Game, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 Nc3 d6 d3,"Italian Game, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 O-O O-O,"Italian Game, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 O-O O-O d3,"Italian Game, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3 d6 Bg5,"Italian Game, Giuoco Pianissimo, Canal Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 f5 Ng5 f4,"Italian Game, Giuoco Pianissimo, Dubois Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3,"Italian Game, Giuoco Pianissimo, Italian Four Knights Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 f5,"Italian Game, Giuoco Pianissimo, Lucchini Gambit"
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5,"Italian Game, Giuoco Pianissimo, Normal"
e4 e5 Nf3 Nc6 Bc4 Bc5,"Italian Game, Giuoco Piano"
e4 e5 Nf3 Nc6 Bc4 Be7,"Italian Game, Hungarian Defense"
e4 e5 Nf3 Nc6 Bc4 Be7 d4 exd4 c3 Nf6 e5 Ne4,"Italian Game, Hungarian Defense, Tartakower Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 Bxf7+,"Italian Game, Jerome Gambit"
e4 e5 Nf3 Nc6 Bc4 d6,"Italian Game, Paris Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 d4,"Italian Game, Rosentreter Gambit"
e4 e5 Nf3 Nc6 Bc4 f5,"Italian Game, Rousseau Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4,"Italian Game, Evans Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Bg4,"Italian Game, Evans Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4,"Italian Game, Evans Gambit Accepted"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6,"Italian Game, Evans Gambit Declined"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 a4,"Italian Game, Evans Gambit Declined"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 Bb2,"Italian Game, Evans Gambit Declined, Cordel Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Qg5 Qf3 Qxe5 Qxf7+ Kd8 Bb2,"Italian Game, Evans Gambit Declined, Hicken Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Qg5,"Italian Game, Evans Gambit Declined, Hirschbach Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Nh6,"Italian Game, Evans Gambit Declined, Lange Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Nh6 d4 d6 Bxh6 dxe5 Bxg7 Rg8 Bxf7+ Kxf7 Bxe5 Qg5 Nd2,"Italian Game, Evans Gambit Declined, Pavlov Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 a4 a6 Nc3,"Italian Game, Evans Gambit Declined, Showalter Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Qg5 Bxf7+ Ke7 Qh5,"Italian Game, Evans Gambit Declined, Vasquez Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Be7,"Italian Game, Evans Gambit, Anderssen Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Be7 d4 Na5,"Italian Game, Evans Gambit, Anderssen Variation, Cordel Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 b5,"Italian Game, Evans Gambit, Fontaine Countergambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Bg4 Qa4,"Italian Game, Evans Gambit, Fraser Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Bg4 Qa4 Bd7 Qb3 Na5 Bxf7+ Kf8 Qc2,"Italian Game, Evans Gambit, Fraser-Mortimer Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Na5 Bg5,"Italian Game, Evans Gambit, Göring Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 cxd4 Bb4+ Bd2,"Italian Game, Evans Gambit, Harding Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 d5,"Italian Game, Evans Gambit, Hein Countergambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bf8,"Italian Game, Evans Gambit, Mayet Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5,"Italian Game, Evans Gambit, McDonnell Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6,"Italian Game, Evans Gambit, McDonnell Defense, Main Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O d6 cxd4 Bb6 Nc3,"Italian Game, Evans Gambit, Morphy Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Bg4 Qa4 Bd7 Qb3 Na5 Bxf7+ Kf8 Qc2 Kxf7,"Italian Game, Evans Gambit, Mortimer-Evans Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 d5 Na5 Bb2 Ne7,"Italian Game, Evans Gambit, Paulsen Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 Nc3 Na5 Bg5 f6 Be3,"Italian Game, Evans Gambit, Steinitz Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bd6,"Italian Game, Evans Gambit, Stone-Ware Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 O-O d6 cxd4 Bb6 d5 Na5 Bb2,"Italian Game, Evans Gambit, Ulvestad Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O d6,"Italian Game, Evans Gambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O d6 d4 Bg4,"Italian Game, Evans Gambit, Alapin-Steinitz Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O Nf6 d4 exd4,"Italian Game, Evans Gambit, Anderssen Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 d6,"Italian Game, Evans Gambit, Bronstein Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O dxc3,"Italian Game, Evans Gambit, Compromised Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O dxc3 Qb3 Qf6 e5 Qg6 Nxc3 Nge7 Ba3,"Italian Game, Evans Gambit, Compromised Defense, Main Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O dxc3 Qb3 Qf6 e5 Qg6 Nxc3 Nge7 Rd1,"Italian Game, Evans Gambit, Compromised Defense, Potter Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O d3,"Italian Game, Evans Gambit, Dufresne Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O b5,"Italian Game, Evans Gambit, Johner Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 Nf6,"Italian Game, Evans Gambit, Laroche Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O d6 d4 Bb6,"Italian Game, Evans Gambit, Lasker Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 b5,"Italian Game, Evans Gambit, Leonhardt Countergambit"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 d6 Qb3 Qd7 dxe5 dxe5 O-O Bb6 Ba3 Na5 Nxe5,"Italian Game, Evans Gambit, Levenfish Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5,"Italian Game, Evans Gambit, Main Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O Nge7,"Italian Game, Evans Gambit, Mieses Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4,"Italian Game, Evans Gambit, Pierce Defense"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O Nf6 d4 O-O Nxe5,"Italian Game, Evans Gambit, Richardson Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O d6 d4 Bd7,"Italian Game, Evans Gambit, Sanders-Alapin Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O,"Italian Game, Evans Gambit, Slow Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 d6 Bg5,"Italian Game, Evans Gambit, Sokolsky Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 d6 Qb3,"Italian Game, Evans Gambit, Tartakower Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O d6 Qb3,"Italian Game, Evans Gambit, Waller Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 b4,"Italian Game, Bird's Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3,"Italian Game, Classical Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6,"Italian Game, Classical Variation, Center Holding Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7,"Italian Game, Classical Variation, Closed Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6 d5 Nb8 d6,"Italian Game, Classical Variation, Eisinger Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 d4 exd4 cxd4 Bb6,"Italian Game, Classical Variation, La Bourdonnais Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6 Bg5,"Italian Game, Classical Variation, Mestel Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6 O-O d6 a4 a6 h3 Nf6 Re1,"Italian Game, Classical Variation, Tarrasch Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6,"Italian Game, Classical Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4,"Italian Game, Classical Variation, Center Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 e5 Ne4 Bd5 Nxf2 Kxf2 dxc3+ Kg3,"Italian Game, Classical Variation, Ghulam-Kassim Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 Nbd2 O-O O-O,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 h6 c3,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a5,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 Bb6,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 O-O,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6 a4,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6 a4 Ba7,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6 a4 O-O,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6 Re1,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 a6 Re1 Ba7,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 h6 Re1,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 h6 Nbd2,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O c3 d5,"Italian Game, Classical Variation, Giuoco Pianissimo"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 b4,"Italian Game, Classical Variation, Giuoco Pianissimo, Albin Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 O-O O-O Re1 a6 Bb3 Ba7 h3,"Italian Game, Classical Variation, Giuoco Pianissimo, Main Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 O-O O-O a4 a5,"Italian Game, Classical Variation, Giuoco Pianissimo, with a4 a5"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 a5 c3,"Italian Game, Classical Variation, Giuoco Pianissimo, with a5"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 a6,"Italian Game, Classical Variation, Giuoco Pianissimo, with a6"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 Nbd2 a6,"Italian Game, Classical Variation, Giuoco Pianissimo, with a6"
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d6 c3 h6,"Italian Game, Classical Variation, Giuoco Pianissimo, with h6"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 e5 d5 Bb5 Ne4 cxd4 Bb4+,"Italian Game, Classical Variation, Greco Gambit, Anderssen Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 b4,"Italian Game, Classical Variation, Greco Gambit, Dubov Italian"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3,"Italian Game, Classical Variation, Greco Gambit, Greco Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Bxc3,"Italian Game, Classical Variation, Greco Gambit, Main Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 e5,"Italian Game, Classical Variation, Greco Gambit, Modern Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 e5 d5,"Italian Game, Classical Variation, Greco Gambit, Modern Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Bxc3 d5 Bf6 Re1 Ne7 Rxe4 d6 g4,"Italian Game, Classical Variation, Greco Gambit, Moeller-Bayonet Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Bxc3 d5,"Italian Game, Classical Variation, Greco Gambit, Moeller-Therkatz Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4,"Italian Game, Classical Variation, Greco Gambit, Traditional Line"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d5,"Italian Game, Classical Variation, with d5"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3 bxc3 Bxc3 Ba3,"Italian Game, Giuoco Piano, Aitken Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3 bxc3 Bxc3 Qb3 d5,"Italian Game, Giuoco Piano, Bernstein Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Kf1,"Italian Game, Giuoco Piano, Cracow Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3,"Italian Game, Giuoco Piano, Greco's Attack"
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d4 Bxd4 Nxd4 Nxd4 Bg5 d6 f4 Qe7 fxe5 dxe5 Nc3,"Italian Game, Giuoco Piano, Holzhausen Attack"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Bd2 Nxe4 Bxb4 Nxb4 Bxf7+ Kxf7 Qb3+ d5 Ne5+ Kf6 f3,"Italian Game, Giuoco Piano, Krause Variation"
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d4 Bxd4 Nxd4 Nxd4 Bg5 h6 Bh4 g5 f4,"Italian Game, Giuoco Piano, Rosentreter Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Bxc3 bxc3 d5 Ba3,"Italian Game, Giuoco Piano, Steinitz Variation"
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Bxc3 d5 Bf6 Re1 Ne7 Rxe4 d6 Bg5 Bxg5 Nxg5 O-O Nxh7,"Italian Game, Giuoco Piano, Therkatz-Herzog Variation"
e4 e5 Nf3 Nc6 Bc4 Nf6,"Italian Game, Two Knights Defense"
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d4 Bxd4 Nxd4 Nxd4 Bg5 d6,"Italian Game, Two Knights Defense"
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Nxe4 Nxe4 d5,"Italian Game, Two Knights Defense"
e4 e5 Nf3 Nc6 Bc4 Nf6 d3,"Italian Game, Two Knights Defense, Modern Bishop's Opening"
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7,"Italian Game, Two Knights Defense, Modern Bishop's Opening"
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 O-O d6,"Italian Game, Two Knights Defense, Modern Bishop's Opening"
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O,"Italian Game, Scotch Gambit"
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O Nxe4 Re1 d5 Bxd5 Qxd5 Nc3,"Italian Game, Scotch Gambit, Anderssen Attack"
